Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6
hepatitis A, joint_pain, vomiting, nausea, abdominal_pain, mild_fever, muscle_pain
hepatitis A, yellowish_skin, dark_urine, nausea, abdominal_pain, diarrhoea, mild_fever
hepatitis A, loss_of_appetite, mild_fever, muscle_pain,,,
hepatitis A, yellowish_skin, loss_of_appetite, abdominal_pain, diarrhoea,,
hepatitis A, vomiting, nausea, abdominal_pain, mild_fever, yellowing_of_eyes,
hepatitis A, vomiting, dark_urine, loss_of_appetite, abdominal_pain, muscle_pain,
hepatitis A, yellowish_skin, nausea, abdominal_pain, mild_fever, yellowing_of_eyes, muscle_pain
hepatitis A, joint_pain, abdominal_pain, yellowing_of_eyes, muscle_pain,,
hepatitis A, vomiting, yellowish_skin, dark_urine, abdominal_pain,,
hepatitis A, joint_pain, nausea, abdominal_pain, muscle_pain,,
hepatitis A, joint_pain, dark_urine, muscle_pain,,,
Hepatitis B, fatigue, yellowish_skin, abdominal_pain, yellowing_of_eyes, receiving_blood_transfusion, receiving_unsterile_injections
Hepatitis B, dark_urine, abdominal_pain, yellow_urine, malaise, receiving_blood_transfusion,
Hepatitis B, loss_of_appetite, yellow_urine, malaise,,,
Hepatitis B,itching, yellow_urine, malaise,,,
Hepatitis B, fatigue, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,
Hepatitis B,itching, dark_urine, yellowing_of_eyes, receiving_blood_transfusion,,
Hepatitis B,itching, lethargy, abdominal_pain, malaise, receiving_unsterile_injections,
Hepatitis B,itching, yellowish_skin, dark_urine,,,
Hepatitis B, yellowish_skin, loss_of_appetite, abdominal_pain, yellowing_of_eyes, receiving_unsterile_injections,
Hepatitis B,itching, loss_of_appetite, abdominal_pain,,,
Hepatitis B, lethargy, yellowish_skin, loss_of_appetite, yellowing_of_eyes, malaise, receiving_blood_transfusion
Hepatitis B, loss_of_appetite, abdominal_pain, yellowing_of_eyes, receiving_blood_transfusion, receiving_unsterile_injections,
Hepatitis B,itching, lethargy, abdominal_pain, yellow_urine, receiving_blood_transfusion,
Hepatitis B, yellowish_skin, abdominal_pain, yellow_urine, malaise, receiving_blood_transfusion, receiving_unsterile_injections
Hepatitis B, lethargy, yellowish_skin, abdominal_pain, yellowing_of_eyes, malaise, receiving_unsterile_injections
Hepatitis B,itching, dark_urine, abdominal_pain, receiving_blood_transfusion, receiving_unsterile_injections,
Hepatitis B,itching, dark_urine, loss_of_appetite, abdominal_pain, malaise, receiving_blood_transfusion
Hepatitis B, fatigue, dark_urine, abdominal_pain, yellow_urine, malaise, receiving_unsterile_injections
Hepatitis B,itching, fatigue, lethargy, dark_urine, receiving_unsterile_injections,
Hepatitis B, fatigue, yellowish_skin, dark_urine, yellow_urine, yellowing_of_eyes,
Hepatitis B, fatigue, yellowish_skin, dark_urine, loss_of_appetite, yellow_urine, receiving_unsterile_injections
Hepatitis B, fatigue, dark_urine, loss_of_appetite, abdominal_pain, receiving_blood_transfusion, receiving_unsterile_injections
Hepatitis B,itching, fatigue, lethargy, receiving_unsterile_injections,,
Hepatitis B,itching, loss_of_appetite, yellow_urine, malaise, receiving_blood_transfusion,
Hepatitis B,itching, fatigue, lethargy, loss_of_appetite, abdominal_pain, malaise
Hepatitis C, fatigue, yellowish_skin,,,,
Hepatitis C, yellowish_skin, loss_of_appetite, yellowing_of_eyes, family_history,,
Hepatitis C, fatigue, nausea, yellowing_of_eyes, family_history,,
Hepatitis C, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite,,
Hepatitis C, nausea, loss_of_appetite,,,,
Hepatitis C, fatigue, yellowish_skin, loss_of_appetite,,,
Hepatitis C, fatigue, loss_of_appetite, yellowing_of_eyes, family_history,,
Hepatitis C, yellowish_skin, loss_of_appetite, yellowing_of_eyes,,,
Hepatitis C, fatigue, nausea, loss_of_appetite,,,
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history
Hepatitis C, yellowish_skin, loss_of_appetite, family_history,,,
Hepatitis C, fatigue, yellowish_skin, nausea, yellowing_of_eyes,,
Hepatitis C, yellowish_skin, nausea, yellowing_of_eyes, family_history,,
Hepatitis C, loss_of_appetite, family_history,,,,
Hepatitis C, fatigue, nausea, loss_of_appetite, yellowing_of_eyes, family_history,
Hepatitis C, fatigue, nausea, loss_of_appetite, yellowing_of_eyes,,
Hepatitis C, fatigue, yellowish_skin, family_history,,,
Hepatitis C, yellowish_skin, yellowing_of_eyes,,,,
Hepatitis C, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes,,
Hepatitis C, fatigue, loss_of_appetite, family_history,,,
Hepatitis C, fatigue, yellowing_of_eyes, family_history,,,
Hepatitis C, yellowish_skin, nausea, family_history,,,
Hepatitis C, fatigue, yellowish_skin, nausea, yellowing_of_eyes, family_history,
Hepatitis C, yellowish_skin, nausea,,,,
Hepatitis D, joint_pain, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellowing_of_eyes
Hepatitis D, joint_pain, yellowish_skin, nausea, loss_of_appetite, abdominal_pain,
Hepatitis D, vomiting, dark_urine, nausea, yellowing_of_eyes,,
Hepatitis D, fatigue, nausea, abdominal_pain,,,
Hepatitis D, joint_pain, fatigue, dark_urine,,,
Hepatitis D, dark_urine, loss_of_appetite, abdominal_pain,,,
Hepatitis D, fatigue, yellowish_skin, loss_of_appetite,,,
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin,,
Hepatitis D, joint_pain, fatigue, nausea, loss_of_appetite, yellowing_of_eyes,
Hepatitis D, fatigue, dark_urine, abdominal_pain,,,
Hepatitis D, vomiting, fatigue, yellowish_skin, dark_urine, loss_of_appetite,
Hepatitis D, vomiting, yellowish_skin, dark_urine, nausea,,
Hepatitis D, joint_pain, loss_of_appetite,,,,
Hepatitis D, joint_pain, nausea, loss_of_appetite,,,
Hepatitis D, vomiting, yellowish_skin, loss_of_appetite, abdominal_pain, yellowing_of_eyes,
Hepatitis D, vomiting, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
Hepatitis D, joint_pain, fatigue, loss_of_appetite, abdominal_pain, yellowing_of_eyes,
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, nausea,
Hepatitis D, joint_pain, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
Hepatitis D, vomiting, yellowish_skin, nausea, abdominal_pain,,
Hepatitis D, joint_pain, vomiting, yellowing_of_eyes,,,
Hepatitis D, fatigue, yellowing_of_eyes,,,,
Hepatitis D, joint_pain, vomiting, fatigue, loss_of_appetite, abdominal_pain, yellowing_of_eyes
Hepatitis D, fatigue, abdominal_pain, yellowing_of_eyes,,,
Hepatitis D, vomiting, fatigue, abdominal_pain,,,
Hepatitis E, vomiting, fatigue, yellowish_skin, abdominal_pain, yellowing_of_eyes, acute_liver_failure
Hepatitis E, joint_pain, fatigue, high_fever, yellowish_skin,,
Hepatitis E, vomiting, fatigue, high_fever, yellowing_of_eyes, coma,
Hepatitis E, joint_pain, high_fever, yellowish_skin, coma, stomach_bleeding,
Hepatitis E, vomiting, high_fever, loss_of_appetite, yellowing_of_eyes, acute_liver_failure, stomach_bleeding
Hepatitis E, vomiting, fatigue, yellowish_skin, acute_liver_failure, coma, stomach_bleeding
Hepatitis E, fatigue, dark_urine, nausea, acute_liver_failure, stomach_bleeding,
Hepatitis E, joint_pain, fatigue, loss_of_appetite, abdominal_pain, yellowing_of_eyes, stomach_bleeding
Hepatitis E, vomiting, abdominal_pain,,,,
Hepatitis E, high_fever, nausea, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma
Hepatitis E, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, stomach_bleeding,
Hepatitis E, vomiting, nausea, abdominal_pain, acute_liver_failure, coma,
Hepatitis E, vomiting, fatigue, loss_of_appetite, abdominal_pain,,
Hepatitis E, joint_pain, nausea, abdominal_pain, yellowing_of_eyes, coma,
Hepatitis E, joint_pain, fatigue, high_fever, dark_urine, yellowing_of_eyes, acute_liver_failure
Hepatitis E, fatigue, high_fever, dark_urine, yellowing_of_eyes, stomach_bleeding,
Hepatitis E, joint_pain, fatigue, high_fever, acute_liver_failure, coma, stomach_bleeding
Hepatitis E, joint_pain, yellowing_of_eyes, acute_liver_failure,,,
Hepatitis E, vomiting, dark_urine, nausea, abdominal_pain, yellowing_of_eyes, acute_liver_failure
Hepatitis E, joint_pain, fatigue, dark_urine, nausea, abdominal_pain, stomach_bleeding
Hepatitis E, joint_pain, fatigue, abdominal_pain, coma, stomach_bleeding,
Hepatitis E, joint_pain, fatigue, high_fever, yellowish_skin, dark_urine, abdominal_pain
Hepatitis E, dark_urine, nausea, yellowing_of_eyes,,,
Hepatitis E, joint_pain, high_fever, dark_urine, abdominal_pain, yellowing_of_eyes, acute_liver_failure
Hepatitis E, joint_pain, high_fever, yellowish_skin, yellowing_of_eyes,,
Alcoholic hepatitis, yellowish_skin, abdominal_pain, distention_of_abdomen, history_of_alcohol_consumption,,
Alcoholic hepatitis, vomiting, abdominal_pain, history_of_alcohol_consumption,,,
Alcoholic hepatitis, yellowish_skin, abdominal_pain, swelling_of_stomach, history_of_alcohol_consumption, fluid_overload,
Alcoholic hepatitis, vomiting, abdominal_pain, swelling_of_stomach, history_of_alcohol_consumption,,
Alcoholic hepatitis, vomiting, abdominal_pain, swelling_of_stomach, fluid_overload,,
Alcoholic hepatitis, vomiting, abdominal_pain, distention_of_abdomen,,,
Alcoholic hepatitis, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption,,
Alcoholic hepatitis, yellowish_skin, swelling_of_stomach,,,,
Alcoholic hepatitis, yellowish_skin, abdominal_pain, swelling_of_stomach, history_of_alcohol_consumption,,
Alcoholic hepatitis, vomiting, swelling_of_stomach,,,,
Alcoholic hepatitis, vomiting, distention_of_abdomen, fluid_overload,,,
Alcoholic hepatitis, yellowish_skin, distention_of_abdomen, history_of_alcohol_consumption,,,
Alcoholic hepatitis, yellowish_skin, abdominal_pain, distention_of_abdomen, fluid_overload,,
Alcoholic hepatitis, vomiting, yellowish_skin, history_of_alcohol_consumption, fluid_overload,,
Alcoholic hepatitis, abdominal_pain, swelling_of_stomach,,,,
Alcoholic hepatitis, abdominal_pain, distention_of_abdomen, fluid_overload,,,
Alcoholic hepatitis, yellowish_skin, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,,
Alcoholic hepatitis, vomiting, yellowish_skin, swelling_of_stomach, distention_of_abdomen,,
Alcoholic hepatitis, vomiting, yellowish_skin, distention_of_abdomen,,,
Alcoholic hepatitis, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen,,
Alcoholic hepatitis, yellowish_skin, fluid_overload,,,,
Alcoholic hepatitis, vomiting, yellowish_skin, swelling_of_stomach, history_of_alcohol_consumption, fluid_overload,
Alcoholic hepatitis, vomiting, swelling_of_stomach, history_of_alcohol_consumption,,,
Alcoholic hepatitis, vomiting, abdominal_pain,,,,
Alcoholic hepatitis, vomiting, yellowish_skin, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload
Tuberculosis, cough, loss_of_appetite, mild_fever, swelled_lymph_nodes,,
Tuberculosis, fatigue, high_fever, breathlessness, swelled_lymph_nodes, malaise, phlegm
Tuberculosis, high_fever, mild_fever, phlegm,,,
Tuberculosis, vomiting, sweating, swelled_lymph_nodes, phlegm,,
Tuberculosis, chills, cough, high_fever, malaise, chest_pain, blood_in_sputum
Tuberculosis, weight_loss, sweating, yellowing_of_eyes, malaise, phlegm,
Tuberculosis, chills, high_fever, mild_fever, swelled_lymph_nodes, malaise, blood_in_sputum
Tuberculosis, chills, high_fever, swelled_lymph_nodes, phlegm,,
Tuberculosis, fatigue, cough, loss_of_appetite, yellowing_of_eyes, swelled_lymph_nodes, chest_pain
Tuberculosis, weight_loss, cough, yellowing_of_eyes, malaise, chest_pain,
Tuberculosis, chills, vomiting, weight_loss, loss_of_appetite, blood_in_sputum,
Tuberculosis, chills, vomiting, loss_of_appetite, phlegm, chest_pain, blood_in_sputum
Tuberculosis, chills, breathlessness, yellowing_of_eyes, malaise, phlegm,
Tuberculosis, weight_loss, cough, mild_fever, yellowing_of_eyes,,
Tuberculosis, vomiting, cough, high_fever, loss_of_appetite,,
Tuberculosis, fatigue, cough, breathlessness, loss_of_appetite, malaise, blood_in_sputum
Tuberculosis, chills, weight_loss, sweating, phlegm, chest_pain, blood_in_sputum
Tuberculosis, chills, vomiting, weight_loss, cough, loss_of_appetite, malaise
Tuberculosis, cough, loss_of_appetite, mild_fever, swelled_lymph_nodes, chest_pain, blood_in_sputum
Tuberculosis, high_fever, breathlessness, loss_of_appetite, swelled_lymph_nodes, blood_in_sputum,
Tuberculosis, weight_loss, high_fever, breathlessness, sweating, chest_pain,
Tuberculosis, cough, breathlessness, loss_of_appetite, yellowing_of_eyes, malaise, phlegm
Tuberculosis, breathlessness, yellowing_of_eyes, malaise, chest_pain, blood_in_sputum,
Tuberculosis, chills, fatigue, weight_loss, loss_of_appetite, malaise, chest_pain
Tuberculosis, chills, fatigue, breathlessness, loss_of_appetite, phlegm,
Common Cold, chills, swelled_lymph_nodes, phlegm, throat_irritation, redness_of_eyes,
Common Cold, swelled_lymph_nodes, malaise, runny_nose, congestion, muscle_pain,
Common Cold, continuous_sneezing, chills, swelled_lymph_nodes, runny_nose, congestion,
Common Cold, chills, fatigue, high_fever, phlegm, muscle_pain,
Common Cold, chills, throat_irritation, runny_nose, chest_pain, loss_of_smell, muscle_pain
Common Cold, continuous_sneezing, high_fever, malaise, phlegm, sinus_pressure, chest_pain
Common Cold, continuous_sneezing, fatigue, cough, throat_irritation, sinus_pressure, loss_of_smell
Common Cold, throat_irritation, congestion, chest_pain,,,
Common Cold, high_fever, headache, swelled_lymph_nodes, congestion, muscle_pain,
Common Cold, fatigue, cough, high_fever, phlegm, loss_of_smell, muscle_pain
Common Cold, continuous_sneezing, chills, high_fever, redness_of_eyes, chest_pain, loss_of_smell
Common Cold, continuous_sneezing, cough, headache, malaise, phlegm,
Common Cold, chills, throat_irritation, runny_nose, muscle_pain,,
Common Cold, throat_irritation, sinus_pressure, runny_nose, loss_of_smell,,
Common Cold, fatigue, malaise, throat_irritation, sinus_pressure, runny_nose, loss_of_smell
Common Cold, continuous_sneezing, fatigue, malaise, redness_of_eyes, runny_nose, muscle_pain
Common Cold, cough, high_fever, swelled_lymph_nodes, runny_nose, loss_of_smell, muscle_pain
Common Cold, cough, malaise, phlegm, throat_irritation, runny_nose, muscle_pain
Common Cold, high_fever, malaise, phlegm, throat_irritation, sinus_pressure, congestion
Common Cold, chills, swelled_lymph_nodes, throat_irritation, redness_of_eyes, loss_of_smell,
Common Cold, chills, fatigue, swelled_lymph_nodes, phlegm, loss_of_smell,
Common Cold, chills, headache, malaise, throat_irritation, runny_nose,
Common Cold, headache, swelled_lymph_nodes, throat_irritation, runny_nose, muscle_pain,
Common Cold, cough, high_fever, phlegm, congestion, chest_pain, muscle_pain
Common Cold, chills, high_fever, throat_irritation, sinus_pressure, congestion,
Pneumonia, cough, high_fever, sweating, malaise, chest_pain, rusty_sputum
Pneumonia, chills, fatigue, cough, high_fever, fast_heart_rate,
Pneumonia, breathlessness, sweating, phlegm, rusty_sputum,,
Pneumonia, sweating, malaise, chest_pain, rusty_sputum,,
Pneumonia, chills, fatigue, high_fever,,,
Pneumonia, breathlessness, sweating, malaise, phlegm, chest_pain, rusty_sputum
Pneumonia, fatigue, high_fever, breathlessness, sweating, fast_heart_rate,
Pneumonia, fatigue, malaise, chest_pain, fast_heart_rate, rusty_sputum,
Pneumonia, high_fever, malaise, phlegm,,,
Pneumonia, chills, high_fever, sweating, malaise, fast_heart_rate,
Pneumonia, chills, cough, breathlessness, sweating, malaise, chest_pain
Pneumonia, fatigue, cough, high_fever, malaise, phlegm, chest_pain
Pneumonia, fatigue, cough, phlegm, chest_pain,,
Pneumonia, cough, high_fever, malaise, phlegm, chest_pain, fast_heart_rate
Pneumonia, chills, cough, high_fever, rusty_sputum,,
Pneumonia, chills, cough, malaise, phlegm,,
Pneumonia, fatigue, cough, rusty_sputum,,,
Pneumonia, chills, high_fever, breathlessness, sweating, malaise, fast_heart_rate
Pneumonia, breathlessness, malaise, chest_pain, fast_heart_rate, rusty_sputum,
Pneumonia, fatigue, cough, breathlessness, malaise, fast_heart_rate,
Pneumonia, cough, breathlessness, malaise, phlegm, chest_pain, fast_heart_rate
Pneumonia, fatigue, breathlessness, malaise, chest_pain, fast_heart_rate, rusty_sputum
Pneumonia, chills, fatigue, cough, malaise, phlegm,
Pneumonia, chills, fatigue, breathlessness, sweating, malaise, rusty_sputum
Pneumonia, fatigue, cough, breathlessness, phlegm, fast_heart_rate,
Dimorphic hemmorhoids(piles), constipation, bloody_stool,,,,
Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, irritation_in_anus,,,
Dimorphic hemmorhoids(piles), pain_during_bowel_movements, irritation_in_anus,,,,
Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,,
Dimorphic hemmorhoids(piles), pain_during_bowel_movements, bloody_stool,,,,
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, bloody_stool,,,
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region,,,
Dimorphic hemmorhoids(piles), pain_during_bowel_movements, bloody_stool, irritation_in_anus,,,
Dimorphic hemmorhoids(piles), constipation, irritation_in_anus,,,,
Dimorphic hemmorhoids(piles), bloody_stool, irritation_in_anus,,,,
